Country.Name,Country.Code,Year,GNI.caput
Thailand,THA,1974,330
Togo,TGO,1974,220
Tunisia,TUN,1974,610
Turkmenistan,TKM,1974,NA
Uganda,UGA,1974,NA
Ukraine,UKR,1974,NA
United Arab Emirates,ARE,1974,NA
Uruguay,URY,1974,1370
Uzbekistan,UZB,1974,NA
"Venezuela, RB",VEN,1974,2030
Vietnam,VNM,1974,NA
"Yemen, Rep.",YEM,1974,NA
Zambia,ZMB,1974,570
Zimbabwe,ZWE,1974,680
Argentina,ARG,1975,2700
Australia,AUS,1975,7220
Brazil,BRA,1975,1170
China,CHN,1975,200
France,FRA,1975,6730
Germany,DEU,1975,6730
India,IND,1975,190
Indonesia,IDN,1975,240
Italy,ITA,1975,4310
Japan,JPN,1975,5060
"Korea, Rep.",KOR,1975,640
Mexico,MEX,1975,1410
Netherlands,NLD,1975,7570
Russian Federation,RUS,1975,NA
Saudi Arabia,SAU,1975,5200
Spain,ESP,1975,3270
Switzerland,CHE,1975,NA
Turkey,TUR,1975,1120
United Kingdom,GBR,1975,4520
United States,USA,1975,8530
Afghanistan,AFG,1975,NA
Algeria,DZA,1975,900
Albania,ALB,1975,NA
Angola,AGO,1975,NA
Armenia,ARM,1975,NA
Austria,AUT,1975,5520
Azerbaijan,AZE,1975,NA
Bangladesh,BGD,1975,200
Belarus,BLR,1975,NA
Belgium,BEL,1975,6930
Belize,BLZ,1975,840
Benin,BEN,1975,200
Bolivia,BOL,1975,510
Bosnia and Herzegovina,BIH,1975,NA
Botswana,BWA,1975,470
Bulgaria,BGR,1975,NA
Burkina Faso,BFA,1975,160
Cambodia,KHM,1975,NA
Cameroon,CMR,1975,340
Canada,CAN,1975,7980
Central African Republic,CAF,1975,180
Chad,TCD,1975,230
Chile,CHL,1975,1120
Colombia,COL,1975,590
"Congo, Rep.",COG,1975,500
Costa Rica,CRI,1975,990
Cote d'Ivoire,CIV,1975,580
Croatia,HRV,1975,NA
Cuba,CUB,1975,1500
Cyprus,CYP,1975,NA
Czech Republic,CZE,1975,NA
Denmark,DNK,1975,8150
Dominican Republic,DOM,1975,710
Ecuador,ECU,1975,1100
"Egypt, Arab Rep.",EGY,1975,310
El Salvador,SLV,1975,470
Estonia,EST,1975,NA
Ethiopia,ETH,1975,NA
Finland,FIN,1975,6320
"Gambia, The",GMB,1975,240
Gabon,GAB,1975,2860
Georgia,GEO,1975,NA
Ghana,GHA,1975,310
Greece,GRC,1975,3470
Guatemala,GTM,1975,610
Guinea,GIN,1975,NA
Guinea-Bissau,GNB,1975,160
Guyana,GUY,1975,680
Haiti,HTI,1975,NA
Honduras,HND,1975,380
Hungary,HUN,1975,NA
Iceland,ISL,1975,7450
Jamaica,JAM,1975,1380
Jordan,JOR,1975,NA
Kazakhstan,KAZ,1975,NA
Kenya,KEN,1975,250
Kyrgyz Republic,KGZ,1975,NA
Lao PDR,LAO,1975,NA
Latvia,LVA,1975,NA
Lebanon,LBN,1975,NA
Lesotho,LSO,1975,230
Liberia,LBR,1975,370
Libya,LBY,1975,NA
Lithuania,LTU,1975,NA
Luxembourg,LUX,1975,6660
"Macedonia, FYR",MKD,1975,NA
Malawi,MWI,1975,130
Malaysia,MYS,1975,900
Mali,MLI,1975,130
Malta,MLT,1975,1990
Mauritania,MRT,1975,340
Moldova,MDA,1975,NA
Mongolia,MNG,1975,NA
Montenegro,MNE,1975,NA
Morocco,MAR,1975,540
Mozambique,MOZ,1975,NA
Myanmar,MMR,1975,NA
Namibia,NAM,1975,NA
Nepal,NPL,1975,120
New Zealand,NZL,1975,NA
Nicaragua,NIC,1975,570
Niger,NER,1975,240
Nigeria,NGA,1975,400
Norway,NOR,1975,8380
Pakistan,PAK,1975,160
Panama,PAN,1975,1170
Paraguay,PRY,1975,NA
Peru,PER,1975,1090
Philippines,PHL,1975,380
Poland,POL,1975,NA
Portugal,PRT,1975,2210
Romania,ROM,1975,NA
Rwanda,RWA,1975,100
Senegal,SEN,1975,440
Serbia,SRB,1975,NA
Sierra Leone,SLE,1975,270
Slovak Republic,SVK,1975,NA
Slovenia,SVN,1975,NA
Sri Lanka,LKA,1975,280
South Africa,ZAF,1975,1590
Sudan,SDN,1975,320
Suriname,SUR,1975,NA
Swaziland,SWZ,1975,NA
Sweden,SWE,1975,10160
Tajikistan,TJK,1975,NA
Tanzania,TZA,1975,NA
Thailand,THA,1975,380
Togo,TGO,1975,260
Tunisia,TUN,1975,770
Turkmenistan,TKM,1975,NA
Uganda,UGA,1975,NA
Ukraine,UKR,1975,NA
United Arab Emirates,ARE,1975,NA
Uruguay,URY,1975,1620
Uzbekistan,UZB,1975,NA
"Venezuela, RB",VEN,1975,2510
Vietnam,VNM,1975,NA
"Yemen, Rep.",YEM,1975,NA
Zambia,ZMB,1975,570
Zimbabwe,ZWE,1975,740
Argentina,ARG,1976,2340
Australia,AUS,1976,7870
Brazil,BRA,1976,1350
China,CHN,1976,180
France,FRA,1976,7150
Germany,DEU,1976,7140
India,IND,1976,180
Indonesia,IDN,1976,290
Italy,ITA,1976,4500
Japan,JPN,1976,5310
"Korea, Rep.",KOR,1976,790
Mexico,MEX,1976,1480
Netherlands,NLD,1976,8270
Russian Federation,RUS,1976,NA
Saudi Arabia,SAU,1976,7890
Spain,ESP,1976,3460
Switzerland,CHE,1976,NA
Turkey,TUR,1976,1310
United Kingdom,GBR,1976,4650
United States,USA,1976,8980
Afghanistan,AFG,1976,NA
Algeria,DZA,1976,1050
Albania,ALB,1976,NA
Angola,AGO,1976,NA
Armenia,ARM,1976,NA
Austria,AUT,1976,5960
Azerbaijan,AZE,1976,NA
Bangladesh,BGD,1976,200
Belarus,BLR,1976,NA
Belgium,BEL,1976,7610
Belize,BLZ,1976,800
Benin,BEN,1976,210
Bolivia,BOL,1976,600
Bosnia and Herzegovina,BIH,1976,NA
Botswana,BWA,1976,490
Bulgaria,BGR,1976,NA
Burkina Faso,BFA,1976,170
Cambodia,KHM,1976,NA
Cameroon,CMR,1976,330
Canada,CAN,1976,8680
Central African Republic,CAF,1976,200
Chad,TCD,1976,220
Chile,CHL,1976,980
Colombia,COL,1976,620
"Congo, Rep.",COG,1976,480
Costa Rica,CRI,1976,1070
Cote d'Ivoire,CIV,1976,660
Croatia,HRV,1976,NA
Cuba,CUB,1976,1550
Cyprus,CYP,1976,NA
Czech Republic,CZE,1976,NA
Denmark,DNK,1976,9040
Dominican Republic,DOM,1976,770
Ecuador,ECU,1976,1300
"Egypt, Arab Rep.",EGY,1976,330
El Salvador,SLV,1976,520
Estonia,EST,1976,NA
Ethiopia,ETH,1976,NA
Finland,FIN,1976,6840
"Gambia, The",GMB,1976,240
Gabon,GAB,1976,4440
Georgia,GEO,1976,NA
Ghana,GHA,1976,290
Greece,GRC,1976,3750
Guatemala,GTM,1976,680
Guinea,GIN,1976,NA
Guinea-Bissau,GNB,1976,150
Guyana,GUY,1976,660
Haiti,HTI,1976,NA
Honduras,HND,1976,420
Hungary,HUN,1976,NA
Iceland,ISL,1976,7930
Jamaica,JAM,1976,1390
Jordan,JOR,1976,NA
Kazakhstan,KAZ,1976,NA
Kenya,KEN,1976,250
Kyrgyz Republic,KGZ,1976,NA
Lao PDR,LAO,1976,NA
Latvia,LVA,1976,NA
Lebanon,LBN,1976,NA
Lesotho,LSO,1976,280
Liberia,LBR,1976,410
Libya,LBY,1976,NA
Lithuania,LTU,1976,NA
Luxembourg,LUX,1976,7150
"Macedonia, FYR",MKD,1976,NA
Malawi,MWI,1976,130
Malaysia,MYS,1976,970
Mali,MLI,1976,150
Malta,MLT,1976,2120
Mauritania,MRT,1976,350
Moldova,MDA,1976,NA
Mongolia,MNG,1976,NA
Montenegro,MNE,1976,NA
Morocco,MAR,1976,580
Mozambique,MOZ,1976,NA
Myanmar,MMR,1976,NA
Namibia,NAM,1976,NA
Nepal,NPL,1976,120
New Zealand,NZL,1976,NA
Nicaragua,NIC,1976,600
Niger,NER,1976,220
Nigeria,NGA,1976,510
Norway,NOR,1976,9150
Pakistan,PAK,1976,190
Panama,PAN,1976,1160
Paraguay,PRY,1976,NA
Peru,PER,1976,1080
Philippines,PHL,1976,420
Poland,POL,1976,NA
Portugal,PRT,1976,2330
Romania,ROM,1976,NA
Rwanda,RWA,1976,130
Senegal,SEN,1976,480
Serbia,SRB,1976,NA
Sierra Leone,SLE,1976,240
Slovak Republic,SVK,1976,NA
Slovenia,SVN,1976,NA
Sri Lanka,LKA,1976,260
South Africa,ZAF,1976,1550
Sudan,SDN,1976,370
Suriname,SUR,1976,NA
Swaziland,SWZ,1976,NA
Sweden,SWE,1976,10720
Tajikistan,TJK,1976,NA
Tanzania,TZA,1976,NA
Thailand,THA,1976,420
Togo,TGO,1976,270
Tunisia,TUN,1976,820
Turkmenistan,TKM,1976,NA
Uganda,UGA,1976,NA
Ukraine,UKR,1976,NA
United Arab Emirates,ARE,1976,NA
Uruguay,URY,1976,1490
Uzbekistan,UZB,1976,NA
"Venezuela, RB",VEN,1976,2900
Vietnam,VNM,1976,NA
"Yemen, Rep.",YEM,1976,NA
Zambia,ZMB,1976,540
Zimbabwe,ZWE,1976,720
Argentina,ARG,1977,2200
Australia,AUS,1977,8090
Brazil,BRA,1977,1480
China,CHN,1977,190
France,FRA,1977,7820
Germany,DEU,1977,7680
India,IND,1977,190
Indonesia,IDN,1977,330
Italy,ITA,1977,4710
Japan,JPN,1977,5840
"Korea, Rep.",KOR,1977,950
Mexico,MEX,1977,1420
Netherlands,NLD,1977,9020
Russian Federation,RUS,1977,NA
Saudi Arabia,SAU,1977,8540
Spain,ESP,1977,3660
Switzerland,CHE,1977,NA
Turkey,TUR,1977,1410
United Kingdom,GBR,1977,4850
United States,USA,1977,9610
Afghanistan,AFG,1977,NA
Algeria,DZA,1977,1130
Albania,ALB,1977,NA
Angola,AGO,1977,NA
Armenia,ARM,1977,NA
Austria,AUT,1977,6630
Azerbaijan,AZE,1977,NA
Bangladesh,BGD,1977,170
Belarus,BLR,1977,NA
Belgium,BEL,1977,8250
Belize,BLZ,1977,850
Benin,BEN,1977,230
Bolivia,BOL,1977,650
Bosnia and Herzegovina,BIH,1977,NA
Botswana,BWA,1977,530
Bulgaria,BGR,1977,NA
Burkina Faso,BFA,1977,170
Cambodia,KHM,1977,NA
Cameroon,CMR,1977,330
Canada,CAN,1977,9030
Central African Republic,CAF,1977,240
Chad,TCD,1977,230
Chile,CHL,1977,1070
Colombia,COL,1977,690
"Congo, Rep.",COG,1977,450
Costa Rica,CRI,1977,1270
Cote d'Ivoire,CIV,1977,760
Croatia,HRV,1977,NA
Cuba,CUB,1977,1600
Cyprus,CYP,1977,1530
Czech Republic,CZE,1977,NA
Denmark,DNK,1977,9850
Dominican Republic,DOM,1977,830
Ecuador,ECU,1977,1380
"Egypt, Arab Rep.",EGY,1977,370
El Salvador,SLV,1977,600
Estonia,EST,1977,NA
Ethiopia,ETH,1977,NA
Finland,FIN,1977,7190
"Gambia, The",GMB,1977,250
Gabon,GAB,1977,4000
Georgia,GEO,1977,NA
Ghana,GHA,1977,310
Greece,GRC,1977,3930
Guatemala,GTM,1977,780
Guinea,GIN,1977,NA
Guinea-Bissau,GNB,1977,140
Guyana,GUY,1977,610
Haiti,HTI,1977,NA
Honduras,HND,1977,470
Hungary,HUN,1977,NA
Iceland,ISL,1977,8970
Jamaica,JAM,1977,1460
Jordan,JOR,1977,1060
Kazakhstan,KAZ,1977,NA
Kenya,KEN,1977,280
Kyrgyz Republic,KGZ,1977,NA
Lao PDR,LAO,1977,NA
Latvia,LVA,1977,NA
Lebanon,LBN,1977,NA
Lesotho,LSO,1977,320
Liberia,LBR,1977,430
Libya,LBY,1977,NA
Lithuania,LTU,1977,NA
Luxembourg,LUX,1977,7620
"Macedonia, FYR",MKD,1977,NA
Malawi,MWI,1977,130
Malaysia,MYS,1977,1030
Mali,MLI,1977,170
Malta,MLT,1977,2320
Mauritania,MRT,1977,370
Moldova,MDA,1977,NA
Mongolia,MNG,1977,NA
Montenegro,MNE,1977,NA
Morocco,MAR,1977,610
Mozambique,MOZ,1977,NA
Myanmar,MMR,1977,NA
Namibia,NAM,1977,NA
Nepal,NPL,1977,120
New Zealand,NZL,1977,NA
Nicaragua,NIC,1977,680
Niger,NER,1977,240
Nigeria,NGA,1977,560
Norway,NOR,1977,9960
Pakistan,PAK,1977,210
Panama,PAN,1977,1170
Paraguay,PRY,1977,NA
Peru,PER,1977,940
Philippines,PHL,1977,450
Poland,POL,1977,NA
Portugal,PRT,1977,2430
Romania,ROM,1977,NA
Rwanda,RWA,1977,160
Senegal,SEN,1977,470
Serbia,SRB,1977,NA
Sierra Leone,SLE,1977,230
Slovak Republic,SVK,1977,NA
Slovenia,SVN,1977,NA
Sri Lanka,LKA,1977,260
South Africa,ZAF,1977,1490
Sudan,SDN,1977,410
Suriname,SUR,1977,1550
Swaziland,SWZ,1977,NA
Sweden,SWE,1977,11290
Tajikistan,TJK,1977,NA
Tanzania,TZA,1977,NA
Thailand,THA,1977,450
Togo,TGO,1977,290
Tunisia,TUN,1977,850
Turkmenistan,TKM,1977,NA
Uganda,UGA,1977,NA
Ukraine,UKR,1977,NA
United Arab Emirates,ARE,1977,NA
Uruguay,URY,1977,1420
Uzbekistan,UZB,1977,NA
"Venezuela, RB",VEN,1977,3060
Vietnam,VNM,1977,NA
"Yemen, Rep.",YEM,1977,NA
Zambia,ZMB,1977,490
Zimbabwe,ZWE,1977,670
Argentina,ARG,1978,2170
Australia,AUS,1978,8470
Brazil,BRA,1978,1660
China,CHN,1978,190
France,FRA,1978,8840
Germany,DEU,1978,8880
India,IND,1978,210
Indonesia,IDN,1978,390
Italy,ITA,1978,5250
Japan,JPN,1978,7320
"Korea, Rep.",KOR,1978,1250
Mexico,MEX,1978,1530
Netherlands,NLD,1978,10370
Russian Federation,RUS,1978,NA
Saudi Arabia,SAU,1978,9150
Spain,ESP,1978,4040
Switzerland,CHE,1978,NA
Turkey,TUR,1978,1530
United Kingdom,GBR,1978,5500
United States,USA,1978,10790
Afghanistan,AFG,1978,NA
Algeria,DZA,1978,1340
Albania,ALB,1978,NA
Angola,AGO,1978,NA
Armenia,ARM,1978,NA
Austria,AUT,1978,7510
Azerbaijan,AZE,1978,NA
Bangladesh,BGD,1978,160
Belarus,BLR,1978,NA
Belgium,BEL,1978,9590
Belize,BLZ,1978,930
Benin,BEN,1978,250
Bolivia,BOL,1978,730
Bosnia and Herzegovina,BIH,1978,NA
Botswana,BWA,1978,620
Bulgaria,BGR,1978,NA
Burkina Faso,BFA,1978,200
Cambodia,KHM,1978,NA
Cameroon,CMR,1978,500
Canada,CAN,1978,9690
Central African Republic,CAF,1978,270
Chad,TCD,1978,240
Chile,CHL,1978,1320
Colombia,COL,1978,850
"Congo, Rep.",COG,1978,480
Costa Rica,CRI,1978,1510
Cote d'Ivoire,CIV,1978,930
Croatia,HRV,1978,NA
Cuba,CUB,1978,1790
Cyprus,CYP,1978,1820
Czech Republic,CZE,1978,NA
Denmark,DNK,1978,11250
Dominican Republic,DOM,1978,890
Ecuador,ECU,1978,1580
"Egypt, Arab Rep.",EGY,1978,370
El Salvador,SLV,1978,700
Estonia,EST,1978,NA
Ethiopia,ETH,1978,NA
Finland,FIN,1978,7910
"Gambia, The",GMB,1978,280
Gabon,GAB,1978,3080
Georgia,GEO,1978,NA
Ghana,GHA,1978,360
Greece,GRC,1978,4590
Guatemala,GTM,1978,910
Guinea,GIN,1978,NA
Guinea-Bissau,GNB,1978,160
Guyana,GUY,1978,620
Haiti,HTI,1978,NA
Honduras,HND,1978,550
Hungary,HUN,1978,NA
Iceland,ISL,1978,10800
Jamaica,JAM,1978,1450
Jordan,JOR,1978,1330
Kazakhstan,KAZ,1978,NA
Kenya,KEN,1978,330
Kyrgyz Republic,KGZ,1978,NA
Lao PDR,LAO,1978,NA
Latvia,LVA,1978,NA
Lebanon,LBN,1978,NA
Lesotho,LSO,1978,340
Liberia,LBR,1978,470
Libya,LBY,1978,NA
Lithuania,LTU,1978,NA
Luxembourg,LUX,1978,8950
"Macedonia, FYR",MKD,1978,NA
Malawi,MWI,1978,150
Malaysia,MYS,1978,1180
Mali,MLI,1978,180
Malta,MLT,1978,2660
Mauritania,MRT,1978,380
Moldova,MDA,1978,NA
Mongolia,MNG,1978,NA
Montenegro,MNE,1978,NA
Morocco,MAR,1978,650
Mozambique,MOZ,1978,NA
Myanmar,MMR,1978,NA
Namibia,NAM,1978,NA
Nepal,NPL,1978,120
New Zealand,NZL,1978,NA
Nicaragua,NIC,1978,650
Niger,NER,1978,290
Nigeria,NGA,1978,550
Norway,NOR,1978,11110
Pakistan,PAK,1978,260
Panama,PAN,1978,1350
Paraguay,PRY,1978,NA
Peru,PER,1978,870
Philippines,PHL,1978,500
Poland,POL,1978,NA
Portugal,PRT,1978,2530
Romania,ROM,1978,NA
Rwanda,RWA,1978,180
Senegal,SEN,1978,460
Serbia,SRB,1978,NA
Sierra Leone,SLE,1978,260
Slovak Republic,SVK,1978,NA
Slovenia,SVN,1978,NA
Sri Lanka,LKA,1978,250
South Africa,ZAF,1978,1610
Sudan,SDN,1978,420
Suriname,SUR,1978,1910
Swaziland,SWZ,1978,NA
Sweden,SWE,1978,12460
Tajikistan,TJK,1978,NA
Tanzania,TZA,1978,NA
Thailand,THA,1978,530
Togo,TGO,1978,330
Tunisia,TUN,1978,940
Turkmenistan,TKM,1978,NA
Uganda,UGA,1978,NA
Ukraine,UKR,1978,NA
United Arab Emirates,ARE,1978,NA
Uruguay,URY,1978,1630
Uzbekistan,UZB,1978,NA
"Venezuela, RB",VEN,1978,3310
Vietnam,VNM,1978,NA
"Yemen, Rep.",YEM,1978,NA
Zambia,ZMB,1978,490
Zimbabwe,ZWE,1978,660
Argentina,ARG,1979,2600
Australia,AUS,1979,9600
Brazil,BRA,1979,1950
China,CHN,1979,210
France,FRA,1979,10830
Germany,DEU,1979,11070
India,IND,1979,230
Indonesia,IDN,1979,430
Italy,ITA,1979,6720
Japan,JPN,1979,9280
"Korea, Rep.",KOR,1979,1640
Mexico,MEX,1979,1820
Netherlands,NLD,1979,12650
Russian Federation,RUS,1979,NA
Saudi Arabia,SAU,1979,11610
Spain,ESP,1979,5010
Switzerland,CHE,1979,NA
Turkey,TUR,1979,1820
United Kingdom,GBR,1979,7010
United States,USA,1979,12230
Afghanistan,AFG,1979,NA
Algeria,DZA,1979,1660
Albania,ALB,1979,NA
Angola,AGO,1979,NA
Armenia,ARM,1979,NA
Austria,AUT,1979,9580
Azerbaijan,AZE,1979,NA
Bangladesh,BGD,1979,190
Belarus,BLR,1979,NA
Belgium,BEL,1979,11770
Belize,BLZ,1979,1120
Benin,BEN,1979,310
Bolivia,BOL,1979,840
Bosnia and Herzegovina,BIH,1979,NA
Botswana,BWA,1979,800
Bulgaria,BGR,1979,NA
Burkina Faso,BFA,1979,250
Cambodia,KHM,1979,NA
Cameroon,CMR,1979,600
Canada,CAN,1979,10530
Central African Republic,CAF,1979,300
Chad,TCD,1979,220
Chile,CHL,1979,1740
Colombia,COL,1979,1060
"Congo, Rep.",COG,1979,610
Costa Rica,CRI,1979,1770
Cote d'Ivoire,CIV,1979,1100
Croatia,HRV,1979,NA
Cuba,CUB,1979,2000
Cyprus,CYP,1979,2410
Czech Republic,CZE,1979,NA
Denmark,DNK,1979,13670
Dominican Republic,DOM,1979,1030
Ecuador,ECU,1979,1840
"Egypt, Arab Rep.",EGY,1979,410
El Salvador,SLV,1979,770
Estonia,EST,1979,NA
Ethiopia,ETH,1979,NA
Finland,FIN,1979,9540
"Gambia, The",GMB,1979,330
Gabon,GAB,1979,3510
Georgia,GEO,1979,NA
Ghana,GHA,1979,390
Greece,GRC,1979,5640
Guatemala,GTM,1979,1060
Guinea,GIN,1979,NA
Guinea-Bissau,GNB,1979,170
Guyana,GUY,1979,670
Haiti,HTI,1979,NA
Honduras,HND,1979,630
Hungary,HUN,1979,NA
Iceland,ISL,1979,13110
Jamaica,JAM,1979,1320
Jordan,JOR,1979,1610
Kazakhstan,KAZ,1979,NA
Kenya,KEN,1979,400
Kyrgyz Republic,KGZ,1979,NA
Lao PDR,LAO,1979,NA
Latvia,LVA,1979,NA
Lebanon,LBN,1979,NA
Lesotho,LSO,1979,410
Liberia,LBR,1979,520
Libya,LBY,1979,NA
Lithuania,LTU,1979,NA
Luxembourg,LUX,1979,10870
"Macedonia, FYR",MKD,1979,NA
Malawi,MWI,1979,170
Malaysia,MYS,1979,1490
Mali,MLI,1979,230
Malta,MLT,1979,3300
Mauritania,MRT,1979,430
Moldova,MDA,1979,NA
Mongolia,MNG,1979,NA
Montenegro,MNE,1979,NA
Morocco,MAR,1979,790
Mozambique,MOZ,1979,NA
Myanmar,MMR,1979,NA
Namibia,NAM,1979,NA
Nepal,NPL,1979,130
New Zealand,NZL,1979,6530
Nicaragua,NIC,1979,500
Niger,NER,1979,360
Nigeria,NGA,1979,640
Norway,NOR,1979,13110
Pakistan,PAK,1979,290
Panama,PAN,1979,1520
Paraguay,PRY,1979,NA
Peru,PER,1979,910
Philippines,PHL,1979,590
Poland,POL,1979,NA
Portugal,PRT,1979,2870
Romania,ROM,1979,NA
Rwanda,RWA,1979,230
Senegal,SEN,1979,570
Serbia,SRB,1979,NA
Sierra Leone,SLE,1979,330
Slovak Republic,SVK,1979,NA
Slovenia,SVN,1979,NA
Sri Lanka,LKA,1979,270
South Africa,ZAF,1979,1940
Sudan,SDN,1979,460
Suriname,SUR,1979,2070
Swaziland,SWZ,1979,NA
Sweden,SWE,1979,14790
Tajikistan,TJK,1979,NA
Tanzania,TZA,1979,NA
Thailand,THA,1979,610
Togo,TGO,1979,350
Tunisia,TUN,1979,1130
Turkmenistan,TKM,1979,NA
Uganda,UGA,1979,NA
Ukraine,UKR,1979,NA
United Arab Emirates,ARE,1979,NA
Uruguay,URY,1979,2150
Uzbekistan,UZB,1979,NA
"Venezuela, RB",VEN,1979,3760
Vietnam,VNM,1979,NA
"Yemen, Rep.",YEM,1979,NA
Zambia,ZMB,1979,520
Zimbabwe,ZWE,1979,740
Argentina,ARG,1980,2940
Australia,AUS,1980,10830
Brazil,BRA,1980,2180
China,CHN,1980,220
France,FRA,1980,13100
Germany,DEU,1980,13020
India,IND,1980,270
Indonesia,IDN,1980,510
Italy,ITA,1980,8410
Japan,JPN,1980,10670
"Korea, Rep.",KOR,1980,1900
Mexico,MEX,1980,2420
Netherlands,NLD,1980,14700
Russian Federation,RUS,1980,NA
Saudi Arabia,SAU,1980,14430
Spain,ESP,1980,6230
Switzerland,CHE,1980,NA
Turkey,TUR,1980,1860
United Kingdom,GBR,1980,8830
United States,USA,1980,13410
Afghanistan,AFG,1980,NA
Algeria,DZA,1980,1990
Albania,ALB,1980,NA
Angola,AGO,1980,NA
Armenia,ARM,1980,NA
Austria,AUT,1980,11420
Azerbaijan,AZE,1980,NA
Bangladesh,BGD,1980,220
Belarus,BLR,1980,NA
Belgium,BEL,1980,14020
Belize,BLZ,1980,1430
Benin,BEN,1980,390
Bolivia,BOL,1980,910
Bosnia and Herzegovina,BIH,1980,NA
Botswana,BWA,1980,1000
Bulgaria,BGR,1980,NA
Burkina Faso,BFA,1980,300
Cambodia,KHM,1980,NA
Cameroon,CMR,1980,610
Canada,CAN,1980,11510
Central African Republic,CAF,1980,340
Chad,TCD,1980,240
Chile,CHL,1980,2240
Colombia,COL,1980,1250
"Congo, Rep.",COG,1980,820
Costa Rica,CRI,1980,1980
Cote d'Ivoire,CIV,1980,1130
Croatia,HRV,1980,NA
Cuba,CUB,1980,2150
Cyprus,CYP,1980,3410
Czech Republic,CZE,1980,NA
Denmark,DNK,1980,15240
Dominican Republic,DOM,1980,1150
Ecuador,ECU,1980,2150
"Egypt, Arab Rep.",EGY,1980,480
El Salvador,SLV,1980,750
Estonia,EST,1980,NA
Ethiopia,ETH,1980,NA
Finland,FIN,1980,11450
"Gambia, The",GMB,1980,400
Gabon,GAB,1980,4590
Georgia,GEO,1980,NA
Ghana,GHA,1980,430
Greece,GRC,1980,6490
Guatemala,GTM,1980,1190
Guinea,GIN,1980,NA
Guinea-Bissau,GNB,1980,140
Guyana,GUY,1980,760
Haiti,HTI,1980,NA
Honduras,HND,1980,690
Hungary,HUN,1980,NA
Iceland,ISL,1980,15360
Jamaica,JAM,1980,1230
Jordan,JOR,1980,2000
Kazakhstan,KAZ,1980,NA
Kenya,KEN,1980,460
Kyrgyz Republic,KGZ,1980,NA
Lao PDR,LAO,1980,NA
Latvia,LVA,1980,NA
Lebanon,LBN,1980,NA
Lesotho,LSO,1980,450
Liberia,LBR,1980,520
Libya,LBY,1980,NA
Lithuania,LTU,1980,NA
Luxembourg,LUX,1980,13000
"Macedonia, FYR",MKD,1980,NA
Malawi,MWI,1980,190
Malaysia,MYS,1980,1820
Mali,MLI,1980,260
Malta,MLT,1980,4280
Mauritania,MRT,1980,480
Moldova,MDA,1980,NA
Mongolia,MNG,1980,NA
Montenegro,MNE,1980,NA
Morocco,MAR,1980,970
Mozambique,MOZ,1980,NA
Myanmar,MMR,1980,NA
Namibia,NAM,1980,NA
Nepal,NPL,1980,140
New Zealand,NZL,1980,7670
Nicaragua,NIC,1980,600
Niger,NER,1980,420
Nigeria,NGA,1980,760
Norway,NOR,1980,15650
Pakistan,PAK,1980,340
Panama,PAN,1980,1580
Paraguay,PRY,1980,NA
Peru,PER,1980,1060
Philippines,PHL,1980,700
Poland,POL,1980,NA
Portugal,PRT,1980,3360
Romania,ROM,1980,NA
Rwanda,RWA,1980,270
Senegal,SEN,1980,630
Serbia,SRB,1980,NA
Sierra Leone,SLE,1980,390
Slovak Republic,SVK,1980,NA
Slovenia,SVN,1980,NA
Sri Lanka,LKA,1980,280
South Africa,ZAF,1980,2510
Sudan,SDN,1980,480
Suriname,SUR,1980,2260
Swaziland,SWZ,1980,NA
Sweden,SWE,1980,17300
Tajikistan,TJK,1980,NA
Tanzania,TZA,1980,NA
Thailand,THA,1980,710
Togo,TGO,1980,420
Tunisia,TUN,1980,1360
Turkmenistan,TKM,1980,NA
Uganda,UGA,1980,NA
Ukraine,UKR,1980,NA
United Arab Emirates,ARE,1980,NA
Uruguay,URY,1980,2870
Uzbekistan,UZB,1980,NA
"Venezuela, RB",VEN,1980,4200
Vietnam,VNM,1980,NA
"Yemen, Rep.",YEM,1980,NA
Zambia,ZMB,1980,620
Zimbabwe,ZWE,1980,920
Argentina,ARG,1981,2810
Australia,AUS,1981,11870
Brazil,BRA,1981,2080
China,CHN,1981,220
France,FRA,1981,13220
Germany,DEU,1981,12560
India,IND,1981,300
Indonesia,IDN,1981,580
Italy,ITA,1981,8690
Japan,JPN,1981,10940
"Korea, Rep.",KOR,1981,2070
Mexico,MEX,1981,3050
Netherlands,NLD,1981,13880
Russian Federation,RUS,1981,NA
Saudi Arabia,SAU,1981,17050
Spain,ESP,1981,6320
Switzerland,CHE,1981,NA
Turkey,TUR,1981,1860
United Kingdom,GBR,1981,9860
United States,USA,1981,14400
Afghanistan,AFG,1981,NA
Algeria,DZA,1981,2210
Albania,ALB,1981,NA
Angola,AGO,1981,NA
Armenia,ARM,1981,NA
Austria,AUT,1981,11130
Azerbaijan,AZE,1981,NA
Bangladesh,BGD,1981,250
Belarus,BLR,1981,NA
Belgium,BEL,1981,13240
Belize,BLZ,1981,1420
Benin,BEN,1981,410
Bolivia,BOL,1981,1070
Bosnia and Herzegovina,BIH,1981,NA
Botswana,BWA,1981,1210
Bulgaria,BGR,1981,NA
Burkina Faso,BFA,1981,300
Cambodia,KHM,1981,NA
Cameroon,CMR,1981,810
Canada,CAN,1981,12280
Central African Republic,CAF,1981,340
Chad,TCD,1981,230
Chile,CHL,1981,2640
Colombia,COL,1981,1340
"Congo, Rep.",COG,1981,1080
